# tiempo (s), tension (V)
0.000000000000000000e+00,-9.530246834916523690e-01,-9.944727580894830998e-01
3.199999999999999855e-05,-9.977622879356810026e-01,-1.004176871185751940e+00
6.399999999999999710e-05,-1.002367629749536970e+00,-9.730908145085225280e-01
9.600000000000000243e-05,-9.665117550898777443e-01,-9.028593586248091496e-01
1.279999999999999942e-04,-8.915104823669244283e-01,-7.959496618684251956e-01
1.599999999999999860e-04,-7.803243997756176276e-01,-6.571315542380394836e-01
1.920000000000000049e-04,-6.375588607253016571e-01,-4.913393386535919172e-01
2.239999999999999966e-04,-4.691350259180323556e-01,-3.059744570565220423e-01
2.559999999999999884e-04,-2.813030014490793818e-01,-1.077804373280016326e-01
2.880000000000000073e-04,-8.228660162773701603e-02,9.534786479589157926e-02
3.199999999999999720e-04,1.203482712466263649e-01,2.938708329987965717e-01
3.519999999999999908e-04,3.183778117349762571e-01,4.812094234449540986e-01
3.840000000000000097e-04,5.034137354381882368e-01,6.491398225538017597e-01
4.159999999999999744e-04,6.683835623574451157e-01,7.915764016452840890e-01
4.479999999999999933e-04,8.070371864339664914e-01,9.014466660380029417e-01
4.799999999999999580e-04,9.129600180158651268e-01,9.757900278186620868e-01
5.119999999999999768e-04,9.822046102939864243e-01,1.010823517476313382e+00
5.439999999999999957e-04,1.012303805812776902e+00,1.005066840644262438e+00
5.760000000000000146e-04,1.001448358090055279e+00,9.593423807237588807e-01
6.079999999999999251e-04,9.506251279236730412e-01,8.746370042729482153e-01
6.399999999999999439e-04,8.616433648660696276e-01,7.553915872882108751e-01
6.719999999999999628e-04,7.381215627838257909e-01,6.057180519937274132e-01
7.039999999999999817e-04,5.848295493466575401e-01,4.313730799955821649e-01
7.360000000000000006e-04,4.081819108176000244e-01,2.402515380795854638e-01
7.680000000000000195e-04,2.157445600592498569e-01,3.942590320000317894e-02
7.999999999999999299e-04,1.426102051642178653e-02,-1.627155418562101774e-01
8.319999999999999488e-04,-1.877159489898541922e-01,-3.582779440248603509e-01
8.639999999999999677e-04,-3.817980660485639222e-01,-5.390374933137319635e-01
8.959999999999999866e-04,-5.604194253579765084e-01,-6.982506596075559457e-01
9.280000000000000054e-04,-7.160141137148789969e-01,-8.286804750686889154e-01
9.599999999999999159e-04,-8.429899265135184505e-01,-9.260505411286878985e-01
9.920000000000000432e-04,-9.352612237631573455e-01,-9.855910275910305662e-01
1.023999999999999954e-03,-9.905253222968836146e-01,-1.005657159637494358e+00
1.055999999999999864e-03,-1.005163730153186830e+00,-9.846041686544978466e-01
1.087999999999999991e-03,-9.793409210190028302e-01,-9.240768234378132773e-01
1.119999999999999902e-03,-9.138792821271074507e-01,-8.258843753932653131e-01
1.152000000000000029e-03,-8.114104478278193477e-01,-6.944677018349947328e-01
1.183999999999999940e-03,-6.758818660552663449e-01,-5.347611069540297857e-01
1.215999999999999850e-03,-5.130502226043647251e-01,-3.533436527343107869e-01
1.247999999999999977e-03,-3.294945783646604509e-01,-1.574522982737051047e-01
1.279999999999999888e-03,-1.324518913626515915e-01,4.468914663769031625e-02
1.312000000000000015e-03,7.018298205334672080e-02,2.453503053430062253e-01
1.343999999999999926e-03,2.698572836070786685e-01,4.363073713531618880e-01
1.375999999999999836e-03,4.590051118011893028e-01,6.098299620096160334e-01
1.407999999999999963e-03,6.298960831099141844e-01,7.590100686556646714e-01
1.439999999999999874e-03,7.756221878540500159e-01,8.775975803714872736e-01
1.472000000000000001e-03,8.899333142412257924e-01,9.608226689460601655e-01
1.503999999999999912e-03,9.685530630479108893e-01,1.006053699526151979e+00
1.536000000000000039e-03,1.008849799699601091e+00,1.011152470439680595e+00
1.567999999999999949e-03,1.008520846737396948e+00,9.746386925090465558e-01
1.599999999999999860e-03,9.672372512797057231e-01,8.993084721192662334e-01
1.631999999999999987e-03,8.871372145462109726e-01,7.881223965721345648e-01
1.663999999999999898e-03,7.718392299886777108e-01,6.456858180120639279e-01
1.696000000000000025e-03,6.256196966145626259e-01,4.770975138554381934e-01
1.727999999999999935e-03,4.545642495128660032e-01,2.892654947413729749e-01
1.759999999999999846e-03,2.650874690285285329e-01,9.024909769968465778e-02
1.791999999999999973e-03,6.475526225246108769e-02,-1.123857754039506718e-01
1.823999999999999884e-03,-1.375506585480863742e-01,-3.102508427268203528e-01
1.856000000000000011e-03,-3.342643932124683692e-01,-4.954512484628752489e-01
1.887999999999999921e-03,-5.174910852792766747e-01,-6.607500354362687567e-01
1.919999999999999832e-03,-6.798293001710257188e-01,-7.992391907699614162e-01
1.951999999999999959e-03,-8.143710238982205807e-01,-9.049975527233057315e-01
1.984000000000000086e-03,-9.155240468442354951e-01,-9.744066264003700129e-01
2.015999999999999997e-03,-9.803277799473267828e-01,-1.004670300669272764e+00
2.047999999999999907e-03,-1.005163730153186830e+00,-9.936503756306397372e-01
2.079999999999999818e-03,-9.895384633526159712e-01,-9.426626652584199073e-01
2.111999999999999728e-03,-9.336164589976633232e-01,-8.536808961655976136e-01
2.144000000000000072e-03,-8.401938267841237984e-01,-7.303235631235132086e-01
2.175999999999999983e-03,-7.127245851490440209e-01,-5.771960184865104759e-01
2.207999999999999893e-03,-5.563075153172619691e-01,-4.007128497504718334e-01
2.239999999999999804e-03,-3.771927274432175237e-01,-2.079465417578173214e-01
2.271999999999999714e-03,-1.829461344554045021e-01,-6.463000526244280786e-03
2.304000000000000058e-03,1.903083488157090997e-02,1.955139675991623416e-01
2.335999999999999969e-03,2.201854218344150294e-01,3.897605568057841419e-01
2.367999999999999879e-03,4.131162021046216326e-01,5.678884805504104127e-01
