,frecuencia (Hz),amplitud enviada (num),amplitud leida (num),leida/enviada
1,49.99999999999999,0.10000000149011612,0.030059814453125,0.30059814005198865
2,49.99999999999999,0.5,0.1492919921875,0.298583984375
3,49.99999999999999,1.0,0.298492431640625,0.298492431640625
4,49.99999999999999,1.5,0.447662353515625,0.2984415690104167
5,106.20250135870641,0.10000000149011612,0.030029296875,0.3002929642752861
6,106.20250135870641,0.5,0.149932861328125,0.29986572265625
7,106.20250135870641,1.0,0.299896240234375,0.299896240234375
8,106.20250135870641,1.5,0.449676513671875,0.2997843424479167
9,225.57942589692058,0.10000000149011612,0.029998779296875,0.2999877884985836
10,225.57942589692058,0.5,0.149658203125,0.29931640625
11,225.57942589692058,1.0,0.29937744140625,0.29937744140625
12,225.57942589692058,1.5,0.449066162109375,0.29937744140625
13,479.1419857062785,0.10000000149011612,0.02996826171875,0.29968261272188107
14,479.1419857062785,0.5,0.149444580078125,0.29888916015625
15,479.1419857062785,1.0,0.2989501953125,0.2989501953125
16,479.1419857062785,1.5,0.4483642578125,0.2989095052083333
17,1017.7215477596858,0.10000000149011612,0.029754638671875,0.2975463822849634
18,1017.7215477596858,0.5,0.148590087890625,0.29718017578125
19,1017.7215477596858,1.0,0.297119140625,0.297119140625
20,1017.7215477596858,1.5,0.44549560546875,0.2969970703125
21,2161.691481174657,0.10000000149011612,0.02935791015625,0.29357909718783054
22,2161.691481174657,0.5,0.1463623046875,0.292724609375
23,2161.691481174657,1.0,0.292694091796875,0.292694091796875
24,2161.691481174657,1.5,0.439056396484375,0.2927042643229167
25,4591.540849331112,0.10000000149011612,0.0291748046875,0.2917480425276154
26,4591.540849331112,0.5,0.145721435546875,0.29144287109375
27,4591.540849331112,1.0,0.29132080078125,0.29132080078125
28,4591.540849331112,1.5,0.437103271484375,0.2914021809895833
29,9752.662465792862,0.10000000149011612,0.029541015625,0.2954101518480457
30,9752.662465792862,0.5,0.14752197265625,0.2950439453125
31,9752.662465792862,1.0,0.2950439453125,0.2950439453125
32,9752.662465792862,1.5,0.442626953125,0.2950846354166667
33,20715.14297548741,0.10000000149011612,0.01153564453125,0.11535644359355504
34,20715.14297548741,0.5,0.057342529296875,0.11468505859375
35,20715.14297548741,1.0,0.11468505859375,0.11468505859375
36,20715.14297548741,1.5,0.17193603515625,0.1146240234375
37,44000.000000000044,0.10000000149011612,0.00018310546875,0.0018310546602151594
38,44000.000000000044,0.5,0.000457763671875,0.00091552734375
39,44000.000000000044,1.0,0.000762939453125,0.000762939453125
40,44000.000000000044,1.5,0.0010986328125,0.000732421875
