,frecuencia (Hz),amplitud enviada (num),amplitud leida (num),leida/enviada
1,1.0,1.207879662513733,0.125274658203125,0.1037145189963828
2,3.5789473684210527,2.0,0.361297607421875,0.1806488037109375
3,6.157894736842105,2.0,0.349761962890625,0.1748809814453125
4,8.736842105263158,2.0,0.676666259765625,0.3383331298828125
5,11.31578947368421,2.0,0.74615478515625,0.373077392578125
6,13.894736842105264,2.0,0.753387451171875,0.3766937255859375
7,16.473684210526315,2.0,0.81707763671875,0.408538818359375
8,19.05263157894737,2.0,0.6220703125,0.31103515625
9,21.63157894736842,2.0,0.8546142578125,0.42730712890625
10,24.210526315789473,2.0,1.2847900390625,0.64239501953125
11,26.789473684210527,2.0,1.22259521484375,0.611297607421875
12,29.36842105263158,2.0,1.147705078125,0.5738525390625
13,31.94736842105263,2.0,1.09564208984375,0.547821044921875
14,34.526315789473685,2.0,1.22271728515625,0.611358642578125
15,37.10526315789474,2.0,1.35125732421875,0.675628662109375
16,39.68421052631579,2.0,1.340850830078125,0.6704254150390625
17,42.26315789473684,2.0,1.27081298828125,0.635406494140625
18,44.8421052631579,2.0,1.295501708984375,0.6477508544921875
19,47.421052631578945,2.0,1.34197998046875,0.670989990234375
20,49.99999999999999,2.0,1.349090576171875,0.6745452880859375
21,50.0,2.0,1.342529296875,0.6712646484375
22,71.44021889178244,2.0,1.34503173828125,0.672515869140625
23,102.07409750611578,2.0,1.347442626953125,0.6737213134765625
24,145.84391738036112,2.0,1.348297119140625,0.6741485595703125
25,208.38242763376067,2.0,1.347076416015625,0.6735382080078125
26,297.73772486713756,2.0,1.346405029296875,0.6732025146484375
27,425.4089647369921,2.0,1.345306396484375,0.6726531982421875
28,607.826191186745,2.0,1.343231201171875,0.6716156005859375
29,868.4647229307902,2.0,1.33917236328125,0.669586181640625
30,1240.8661981193356,2.0,1.332000732421875,0.6660003662109375
31,1772.9550561811864,2.0,1.3226318359375,0.66131591796875
32,2533.2059459775255,2.0,1.315277099609375,0.6576385498046875
33,3619.455745571985,2.0,1.3145751953125,0.65728759765625
34,5171.494214655645,2.0,1.310638427734375,0.6553192138671875
35,7389.0535738517165,2.0,1.345184326171875,0.6725921630859375
36,10557.51209438148,2.0,1.316619873046875,0.6583099365234375
37,15000.0,2.0,1.34844970703125,0.674224853515625
38,15084.619499505086,2.0,1.355316162109375,0.6776580810546875
39,15526.315789473683,2.0,1.35675048828125,0.678375244140625
40,16052.631578947368,2.0,1.34991455078125,0.674957275390625
41,16578.947368421053,2.0,1.329254150390625,0.6646270751953125
42,17105.263157894737,2.0,1.2901611328125,0.64508056640625
43,17631.57894736842,2.0,1.226226806640625,0.6131134033203125
44,18157.894736842107,2.0,1.134979248046875,0.5674896240234375
45,18684.21052631579,2.0,1.0255126953125,0.51275634765625
46,19210.526315789473,2.0,0.905303955078125,0.4526519775390625
47,19736.842105263157,2.0,0.7757568359375,0.38787841796875
48,20263.15789473684,2.0,0.638916015625,0.3194580078125
49,20789.473684210527,2.0,0.495208740234375,0.2476043701171875
50,21315.78947368421,2.0,0.35009765625,0.175048828125
51,21552.97037887784,2.0,0.291107177734375,0.1455535888671875
52,21842.105263157893,2.0,0.22821044921875,0.114105224609375
53,22368.42105263158,2.0,0.13360595703125,0.066802978515625
54,22894.736842105263,2.0,0.06817626953125,0.034088134765625
55,23421.052631578947,2.0,0.029632568359375,0.0148162841796875
56,23947.36842105263,2.0,0.013092041015625,0.0065460205078125
57,24473.684210526313,2.0,0.013214111328125,0.0066070556640625
58,25000.0,2.0,0.01507568359375,0.007537841796875
59,30794.978432702694,1.999997615814209,0.007568359375,0.0037841841985990984
60,44000.000000000044,2.0,0.003082275390625,0.0015411376953125
