,frecuencia (Hz),amplitud enviada (num),amplitud leida (num),leida/enviada
1,49.99999999999999,0.10000000149011612,0.03009033203125,0.3009033158286912
2,49.99999999999999,0.5,0.149261474609375,0.29852294921875
3,49.99999999999999,1.0,0.29998779296875,0.29998779296875
4,106.20250135870641,0.10000000149011612,0.03009033203125,0.3009033158286912
5,106.20250135870641,0.5,0.14996337890625,0.2999267578125
6,106.20250135870641,1.0,0.299896240234375,0.299896240234375
7,225.57942589692058,0.10000000149011612,0.029998779296875,0.2999877884985836
8,225.57942589692058,0.5,0.149810791015625,0.29962158203125
9,225.57942589692058,1.0,0.29937744140625,0.29937744140625
10,479.1419857062785,0.10000000149011612,0.0299072265625,0.299072261168476
11,479.1419857062785,0.5,0.149444580078125,0.29888916015625
12,479.1419857062785,1.0,0.29888916015625,0.29888916015625
13,1017.7215477596858,0.10000000149011612,0.029754638671875,0.2975463822849634
14,1017.7215477596858,0.5,0.148529052734375,0.29705810546875
15,1017.7215477596858,1.0,0.297027587890625,0.297027587890625
16,2161.691481174657,0.10000000149011612,0.02935791015625,0.29357909718783054
17,2161.691481174657,0.5,0.146392822265625,0.29278564453125
18,2161.691481174657,1.0,0.292633056640625,0.292633056640625
19,4591.540849331112,0.10000000149011612,0.0291748046875,0.2917480425276154
20,4591.540849331112,0.5,0.145721435546875,0.29144287109375
21,4591.540849331112,1.0,0.2913818359375,0.2913818359375
22,9752.662465792862,0.10000000149011612,0.029541015625,0.2954101518480457
23,9752.662465792862,0.5,0.147491455078125,0.29498291015625
24,9752.662465792862,1.0,0.2950439453125,0.2950439453125
25,20715.14297548741,0.10000000149011612,0.011566162109375,0.11566161937025757
26,20715.14297548741,0.5,0.057342529296875,0.11468505859375
27,20715.14297548741,1.0,0.11468505859375,0.11468505859375
28,44000.000000000044,0.10000000149011612,0.000213623046875,0.002136230436917686
29,44000.000000000044,0.5,0.000457763671875,0.00091552734375
30,44000.000000000044,1.0,0.00079345703125,0.00079345703125
